id,領域,題型,難度,題目,圖片網址,A,B,C,D,正解,刪除選項優先,結論,詳解,冷知識,主持人口白,出處,狀態
L75,法律,🏛️ 法界圈內梗,5,法庭上為不通曉國語的當事人傳譯的通譯，出庭法袍鑲邊顏色是哪一色？,,紅色,綠色,白色,淡咖啡色,D,B,通譯法袍鑲淡咖啡色邊,依服制規則，通譯出庭法袍鑲淡咖啡色邊，與法官、檢察官、律師、公設辯護人、書記官並列，共同組成法庭服制的色彩系統，方便從鑲邊顏色辨識在庭人員的身分角色。,公證人出庭則是鑲紅色邊，是這套色彩系統裡最鮮豔的一種。,連翻譯人員的鑲邊顏色都訂得清清楚楚，法律果然很講究細節。,法官、檢察官、公設辯護人、律師及書記官服制規則第4條,上架
K28,知識,🧪 自然與科學冷知識,1,大象雖然體型龐大，卻因為腿部構造特殊，天生做不出哪個動作？,,跳躍,倒退走,游泳,側躺睡覺,A,D,大象天生無法完成跳躍動作,大象的四肢像柱子般僵直，腳踝與小腿肌肉也不夠力，無法讓四腳同時離地，因此天生做不出跳躍動作，即使奔跑衝刺也一樣。,大象其實會倒退走、也會游泳，唯獨跳躍說什麼都做不到。,換個角度想，這大概是大象界最不擅長的體育項目了。,https://en.wikipedia.org/wiki/Elephant,上架
K29,知識,🧪 自然與科學冷知識,1,長頸鹿的脖子雖然很長，頸椎骨的數量卻和人類一樣，是幾節？,,12節,7節,20節,依身高不同,B,A,長頸鹿頸椎與人類同為7節,長頸鹿頸椎和人類一樣只有7節，只是每節骨頭可長達近30公分，靠拉長骨頭而非增加數量，撐出招牌的長脖子。,長頸鹿的一節頸椎骨，可能比人類一整條脖子的骨頭都還長。,原來長脖子的秘密不是骨頭多，是每根骨頭都在偷偷「拉長」。,https://www.snopes.com/fact-check/giraffes-neck-bones-humans/,上架
K30,知識,🧪 自然與科學冷知識,2,鯊魚在地球上出現的時間，其實比恐龍還早了大約多久？,,晚了5000萬年,差不多同時,早了約2億年,早了1000年,C,B,鯊魚比恐龍早出現約2億年,鯊魚化石最早可追溯到約4億5000萬年前，恐龍則約2億4000萬年前才出現，兩者相差超過2億年，鯊魚可說是活化石等級的存在。,鯊魚看過恐龍崛起，也看過恐龍滅絕，自己卻活到現在。,恐龍才是鯊魚眼中的「新面孔」，順序完全被大家搞反了。,https://www.floridamuseum.ufl.edu/discover-fish/sharks/faq/,上架
K31,知識,🧪 自然與科學冷知識,2,家貓天生的味覺，缺乏偵測哪一種味道的受體，所以幾乎嚐不出來？,,鹹味,酸味,苦味,甜味,D,C,貓天生缺乏甜味受體基因,研究發現貓的Tas1r2基因發生突變成為「偽基因」，無法組成正常甜味受體，因此貓幾乎無法感知糖的甜味，這也解釋牠們對甜食毫無興趣。,貓對蛋糕沒興趣，不是牠故意裝酷，是基因層級的天生無感。,難怪貓咪從不搶你的甜點，牠是真的嚐不出甜在哪。,https://journals.plos.org/plosgenetics/article?id=10.1371%2Fjournal.pgen.0010003,上架
K32,知識,🧪 自然與科學冷知識,3,蝴蝶要「嚐」出花朵或葉片的味道，主要是靠身體的哪個部位？,,腳,觸角,口器,翅膀,A,B,蝴蝶主要用腳感知味道,蝴蝶的腳（跗節）上長有化學感受器，一降落就能感知糖分、鹽分與苦味成分，藉此判斷該不該進食或產卵，靈敏度遠勝人類的味蕾。,蝴蝶降落在你手上那一刻，其實已經在用腳嚐你的味道了。,下次蝴蝶停在手上，記得牠不是在休息，牠在「試吃」。,https://www.nationalgeographic.com/animals/article/insects-butterflies-anatomy-senses-animals,上架
K33,知識,🧪 自然與科學冷知識,3,三趾樹懶平均要多久才會冒險爬下樹一次，去地面排便？,,每天一次,大約一週一次,一個月一次,從不下樹,B,D,樹懶大約一週才下樹排便一次,三趾樹懶平時幾乎整天待在樹上，大約每五到七天才會爬下樹排便一次，過程緩慢又危險，容易被天敵發現，科學家至今仍在研究牠們為何堅持這麼做。,樹懶一次排便，體重可能瞬間減輕將近三分之一。,對樹懶來說，上一次廁所大概是牠一週最刺激的行程。,https://www.slothconservation.org/blog/why-do-sloths-poop-on-the-ground,上架
K34,知識,🧪 自然與科學冷知識,4,「水熊蟲」（緩步動物）曾被送上太空實驗，證實牠能耐受什麼極端環境？,,深海高壓,熾熱火山,太空真空,強酸腐蝕,C,A,水熊蟲可耐受太空真空環境,2007年歐洲一項實驗把水熊蟲送上低軌道，暴露在太空真空中10天，多數個體返回後仍存活，牠們靠脫水進入「桶狀」休眠態，用特殊糖分保護細胞結構。,水熊蟲怕的不是真空，是真空加上強烈太陽輻射的組合攻擊。,這大概是地表最強生物界的「不死小強」候選人。,https://www.cell.com/current-biology/fulltext/S0960-9822(08)00805-1,上架
K35,知識,🧪 自然與科學冷知識,4,蝸牛口中稱為「齒舌」的刮食器官上，大約長有多少顆微小牙齒？,,約100顆,約1000顆,完全沒有牙齒,超過1萬顆,D,B,蝸牛齒舌上約有超過1萬顆微小牙齒,蝸牛沒有一般意義的嘴巴牙齒，而是靠一條佈滿微小齒列的「齒舌」刮食食物，一般花園蝸牛齒舌上約有一萬四千顆左右的顯微牙齒，且會不斷替換更新。,蝸牛的牙齒數量，可能比在場所有人的牙齒總和還多。,慢吞吞的蝸牛，嘴裡藏的居然是一整組精密刨刀。,https://nhm.org/stories/microscopic-look-snail-jaws,上架
K36,知識,🧪 自然與科學冷知識,5,俗稱「不死水母」的燈塔水母，遇到危險或衰老時能透過什麼方式重返幼體階段？,,細胞逆分化,分裂成兩隻,冬眠等待春天,換上新外殼,A,D,燈塔水母靠細胞逆分化回春,燈塔水母遇到受傷或環境惡劣時，成熟細胞能「逆分化」轉換回未成熟狀態，讓身體退回水螅型幼體重新發育，理論上可不斷重複這個過程，因此有「不死」之稱。,牠不是不會死，只是遇到麻煩時懂得「重新做人」。,如果人類也會這招，履歷表上的年齡欄大概會很尷尬。,https://pubmed.ncbi.nlm.nih.gov/39719736/,上架
K37,知識,🧪 自然與科學冷知識,5,河豚體內的河豚毒素，毒性大約是氰化物的多少倍？,,約10倍,約1000倍以上,約100倍,差不多一樣毒,B,A,河豚毒素毒性約為氰化物千倍以上,河豚毒素會阻斷神經細胞的鈉離子通道，導致肌肉麻痺甚至呼吸衰竭，其毒性可達氰化物的1000倍以上，且目前沒有正式解毒劑，只能靠支持性治療撐過去。,河豚料理師傅要考證照，某種程度上是在跟千倍氰化物打交道。,光聽這個倍數，河豚生魚片突然變得更有「膽識」門檻了。,https://www.cfs.gov.hk/english/multimedia/multimedia_pub/multimedia_pub_fsf_178_02.html,上架
K38,知識,📜 歷史的巧合,1,一次大戰的停戰協定，為什麼後世常用「11-11-11」來紀念？,,簽署於1911年,談判耗時11天,停戰生效於11月11日上午11時,共有11國參與,C,A,1918年11月11日上午11時停戰生效,一次大戰停戰協定於1918年11月11日凌晨簽署，但雙方約定同日上午11時正式停火生效，「十一時十一日十一月」因此成為後世紀念一戰結束的固定說法。,從簽署到正式停火中間還有好幾小時，戰場上依然持續有人傷亡。,停戰不是簽了就馬上沒事，中間還卡了一段「等到11點」的空窗。,https://www.history.com/this-day-in-history/november-11/world-war-i-ends,上架
K39,知識,📜 歷史的巧合,1,1888年一份法國報紙誤報諾貝爾本人的死訊，內容說他是靠什麼致富的「死亡商人」？,,鴉片貿易,奴隸買賣,賭場經營,軍火與炸藥,D,B,誤報稱諾貝爾靠炸藥致富的死亡商人,1888年法國報紙誤將諾貝爾兄弟去世的消息報成阿佛烈．諾貝爾本人死訊，並稱他是靠發明炸藥致富的「死亡商人」，這件事讓他深受衝擊，後來立遺囑設立涵蓋和平獎的諾貝爾獎。,諾貝爾看到自己「被寫死」的訃聞，比真正去世時還更早引發他的反思。,提早看到自己的訃聞是什麼感覺，大概只有諾貝爾能回答了。,https://www.mcgill.ca/oss/article/history/how-dynamite-spawned-nobel-prizes,上架
K40,知識,📜 歷史的巧合,2,拿破崙在滑鐵盧之役當天，據史學家分析，因為什麼原因延誤開戰、影響戰局？,,前一夜大雨讓地面泥濘,士兵集體生病,糧草補給不足,情報錯誤走錯路,A,D,前夜大雨使地面泥濘延誤開戰,滑鐵盧之役前一夜下了大雨，地面泥濘讓拿破崙的砲兵無法及時進入陣地，只能延到上午11時才開戰，這段延誤讓普魯士援軍有時間趕到戰場，被許多史學家視為戰敗關鍵之一。,決定歐洲命運的一場大戰，開戰時間居然是被天氣「卡」出來的。,如果那晚沒下雨，歐洲近代史可能會被改寫成另一個版本。,https://www.napoleon.org/en/history-of-the-two-empires/articles/bullet-point-35-how-did-napoleon-manage-to-lose-the-battle-of-waterloo/,上架
K41,知識,📜 歷史的巧合,2,美國歷史上，哪兩位總統是「祖孫」關係，創下獨一無二的紀錄？,,老羅斯福與小羅斯福,威廉．哈里森與班傑明．哈里森,布希父子,亞當斯父子,B,D,哈里森祖孫是唯一的祖孫總統組合,第9任總統威廉．亨利．哈里森與第23任總統班傑明．哈里森是祖孫關係，班傑明在祖父就任48年後才當選總統，是美國史上唯一一組祖孫皆曾任總統的紀錄，亞當斯與布希父子則都是父子關係。,亞當斯父子、布希父子都很有名，哈里森祖孫的名氣卻低很多。,原來美國總統世家裡，還藏著一組容易被忽略的隔代組合。,https://en.wikipedia.org/wiki/Benjamin_Harrison,上架
K42,知識,📜 歷史的巧合,3,居禮夫人與她的女兒，兩人有什麼罕見的共同成就？,,都曾任法國總理,都發現同一顆行星,都獲得諾貝爾獎,都拒領諾貝爾獎,C,D,居禮夫人與女兒均獲諾貝爾獎,居禮夫人因發現天然放射性獲諾貝爾獎，她的女兒伊雷娜．約里奧-居禮則在1935年因合成人工放射性元素，與丈夫共同獲得諾貝爾化學獎，母女兩代都站上諾貝爾獎的舞台。,居禮家不只夫妻雙得獎，連下一代都延續了這個傳統。,別人家的傳家寶是房產，居禮家傳的居然是諾貝爾獎。,https://www.nobelprize.org/prizes/chemistry/1935/joliot-curie/facts/,上架
K43,知識,📜 歷史的巧合,3,達爾文與林肯這兩位對歷史影響深遠的人物，其實有什麼共同點？,,都在同一所大學任教,都曾當選英國國會議員,都以醫生身分出道,同年同月同日出生,D,A,兩人同為1809年2月12日出生,查爾斯．達爾文與亞伯拉罕．林肯都在1809年2月12日出生，一位在英格蘭什羅普郡，一位在美國肯塔基州，兩人日後分別以演化論與解放奴隸的政治決策改變了世界，常被稱為歷史上著名的巧合。,一個改變了生物學，一個改變了一個國家，生日卻擠在同一天。,這天出生的兩個嬰兒，後來各自搞出了驚天動地的大事。,https://www.britannica.com/biography/The-Darwin-Lincoln-Double-Bicentennial-2222484,上架
K44,知識,📜 歷史的巧合,4,貝爾申請電話專利那天，還有另一位發明家也在同一天送出類似的申請，那人是誰？,,伊萊沙．格雷,愛迪生,特斯拉,摩斯,A,B,貝爾與格雷同日申請電話專利,1876年2月14日，貝爾與另一位發明家伊萊沙．格雷在同一天向專利局提出類似的電話裝置申請，最後專利局認定貝爾的文件早了約兩小時送達，格雷後來提告但敗訴，成為科技史上著名的專利之爭。,電話發明權的關鍵，據說只差在文件送達的那兩小時。,差兩小時決定了誰被寫進課本，這速度感比考試搶分還刺激。,https://www.loc.gov/item/who-is-credited-with-inventing-the-telephone/,上架
K45,知識,📜 歷史的巧合,4,凡爾賽宮的「鏡廳」，先後見證了哪兩件互為報復意味的歷史事件？,,兩次奧運開幕,德意志帝國宣告與凡爾賽條約簽署,兩位國王加冕,兩次世界博覽會,B,C,鏡廳先後見證德意志建國與一戰報復性條約,1871年普法戰爭後，德意志帝國選在凡爾賽宮鏡廳宣告成立，象徵對法國的羞辱；1919年一戰結束後，法國總理克里蒙梭刻意選在同一地點簽署對德國不利的凡爾賽條約，被視為半世紀後的歷史報復。,同一間宮殿的同一個房間，先後扮演了施辱者與復仇者的舞台。,選在同一個地方簽約，這波歷史還債選得也太精準。,https://en.chateauversailles.fr/discover/history/key-dates/treaty-versailles-1919,上架
K46,知識,📜 歷史的巧合,5,引發一戰的塞拉耶佛暗殺事件中，司機出了什麼致命失誤，讓刺客得手？,,車速過快來不及反應,誤入死巷停車,開錯路後停車倒車,忘記關車門,C,A,司機開錯路倒車正好停在刺客面前,斐迪南大公車隊原訂路線因故臨時更改，但司機沒收到正確通知而開錯路，發現後緊急停車倒車，卻正好停在早已放棄行動、站在路邊的刺客普林西普面前，讓他有機可乘完成暗殺。,刺客當時其實已經打算放棄，車子卻自己開到他面前。,一次戰爭的起點，關鍵居然是一次不折不扣的迷路加倒車。,https://www.history.com/articles/how-a-wrong-turn-started-world-war-i,上架
K47,知識,📜 歷史的巧合,5,埃及豔后克麗奧佩特拉在位的年代，在時間上其實比較接近哪個時間點？,,比較接近建造大金字塔的年代,兩者時間剛好一樣近,比較接近羅馬帝國滅亡,比較接近人類登月的1969年,D,C,克麗奧佩特拉距登月比距金字塔更近,大金字塔約建於西元前2560年，克麗奧佩特拉生活在西元前69至30年，兩者相距約2500年；而她距離1969年人類登月僅約2000年，換算下來她在時間軸上其實離登月更近。,對克麗奧佩特拉來說，金字塔已經是比羅馬競技場對我們還古老的古蹟。,埃及豔后要是知道自己比較「靠近」登月，大概會很驚訝。,https://www.worldatlas.com/articles/so-cleopatra-lived-closer-in-time-to-the-first-lunar-landing-than-the-great-pyramids.html,上架
K48,知識,🔤 語言與文字,1,世界上「持續使用至今」歷史最悠久的文字系統，一般認為是哪一種？,,中文漢字,拉丁字母,阿拉伯字母,希臘字母,A,B,漢字是持續使用最久的文字系統,中文漢字從商代甲骨文演變至今已超過3000年，期間字形持續演化卻未曾中斷使用，一般被視為現今仍在通行、歷史最悠久的文字系統，拉丁字母等其他系統出現時間都相對晚。,你現在讀的每個字，血緣都能一路追回3000多年前的甲骨文。,用了3000年還沒退休的文字系統，漢字大概是職場常青樹代表。,https://en.wikipedia.org/wiki/Chinese_characters,上架
K49,知識,🔤 語言與文字,1,英文的「goodbye」，其實是從哪一句祝福語逐漸縮略演變而來？,,Good day to you,God be with ye,Go with you,Good luck to you,B,A,goodbye源自「神與你同在」的縮略,16世紀英文中「God be with ye」是常見的道別祝福語，經過長期口語縮略，逐漸變成godbwye，後來受good day等說法影響，把God改成good，才演變成今天的goodbye。,每次隨口說掰掰，其實都在說一句被壓縮過的古老祝福。,原來說再見的時候，我們都在無意間祝福對方一次。,https://www.etymonline.com/word/good-bye,上架
K50,知識,🔤 語言與文字,2,英文流行語「OK」，最早被證實是1839年美國報紙上，故意拼錯哪個詞的縮寫玩笑？,,"""old kid""","""over kill""","""oll korrect""","""on key""",C,A,OK源自故意拼錯的oll korrect,語言學家Allen Walker Read考證出，1839年波士頓一家報紙編輯玩「故意拼錯再縮寫」的文字遊戲，把all correct寫成oll korrect再縮成O.K.，沒想到這個玩笑用語流傳至今，成為全球通用詞。,全世界最常用的詞之一，起點竟然只是一個編輯的拼字笑話。,OK這個詞的身世，本質上就是一場成功到爆炸的網路迷因前身。,https://www.merriam-webster.com/wordplay/the-hilarious-history-of-ok-okay,上架
K51,知識,🔤 語言與文字,2,日文外來語「emoji（絵文字）」，字面上的原意其實跟英文emotion有關係嗎？,,有，是同一個詞根,有，是英文借去日文再借回,兩者都源自法文,沒有，純粹發音相似的巧合,D,B,emoji與emotion只是發音巧合,emoji一詞由日文「絵（e，圖畫）」與「文字（moji，文字）」組成，字面意思是「圖畫文字」，最早可追溯到1928年左右，和英文emotion或emoticon完全沒有詞源關係，只是發音恰好相似。,大家以為emoji跟情緒有關，其實它本來只是想講「畫出來的字」。,這個誤會傳得太廣，連emoji自己大概都不好意思澄清。,https://en.wiktionary.org/wiki/emoji,上架
K52,知識,🔤 語言與文字,3,中文現在常用的問號「？」、驚嘆號「！」等新式標點符號，是什麼時候才由政府正式頒布採用？,,1920年由北洋政府教育部頒布,清朝科舉時期,1949年後才出現,從古文時代就有,A,D,新式標點符號於1920年由教育部正式頒布,1920年北洋政府教育部發布訓令，正式核准由胡適等六位學者提出的新式標點符號方案，問號、驚嘆號等符號才從西方引進並成為官方規定使用，古文原本只用簡單的句讀符號。,你每天打的「？」和「！」，其實是不到一百年前才「合法上市」的。,原來連怎麼斷句、怎麼驚嘆，都曾經需要政府開會拍板定案。,https://zh.wikisource.org/wiki/請頒行新式標點符號議案（修正案）,上架
K53,知識,🔤 語言與文字,3,英文單字「quiz」的語源，有個廣為流傳卻已被證實是杜撰的都市傳說，內容是什麼？,,源自某位國王的姓氏,有人打賭一夜內讓無意義新詞爆紅,是拉丁文考試的縮寫,源自某種昆蟲的叫聲,B,C,quiz的打賭造字故事已被證實是杜撰,流傳的說法稱1791年都柏林劇院老闆為打賭，一夜內讓無意義新詞quiz爆紅，但學者查證發現這故事最早記載出現在1836年，且quiz一詞早在打賭傳說發生前就已存在，因此被判定是後人杜撰的都市傳說。,連「這是杜撰故事」這件事本身，也是花了上百年才被考證出來的。,語言學家打假的速度，有時候比都市傳說擴散的速度慢很多。,https://www.merriam-webster.com/wordplay/word-history-of-quiz,上架
K54,知識,🔤 語言與文字,4,符號「@」最早被發現用在16世紀商人的書信中，用來代表哪種計量單位的縮寫？,,一種貨幣單位,一種時間單位,容量單位amphora,一種土地面積單位,C,A,@最早代表容量單位amphora的縮寫,學者考證，1536年一位佛羅倫斯商人的書信中，用「@」代表地中海貿易常用的容量單位amphora（安佛拉，陶罐容量單位），後來演變成帳冊中「每單位價格」的符號，直到email時代才變成大家熟悉的符號。,電子郵件地址裡的「@」，血統居然可以追回16世紀的地中海貿易。,每次打信箱地址，其實都在打一個古代商人記帳用的符號。,https://www.smithsonianmag.com/science-nature/the-accidental-history-of-the-symbol-18054936/,上架
K55,知識,🔤 語言與文字,4,泰國首都曼谷的正式全名，被列入吉尼斯世界紀錄的是什麼樣的特色？,,全世界最短的正式地名,全世界唯一沒有母音的地名,全世界唯一雙語地名,全世界最長的正式地名之一,D,A,曼谷全名是世界最長官方地名之一,曼谷的完整儀式性全名以英文轉寫長達168個字母，內容描述這座城市是天使之城、眾神安居的宏偉都城，因過於冗長，一般人日常只稱呼簡稱曼谷，全名則被列入吉尼斯世界紀錄。,曼谷人自己也很少能完整背出這個全名，日常都直接省略掉。,光是報自己家鄉的全名，可能就得先深呼吸一下。,https://www.guinnessworldrecords.com/world-records/67273-longest-place-name,上架
K56,知識,🔤 語言與文字,5,英文中，長達15個字母且「沒有一個字母重複」、被字典公認的醫學術語是哪個？,,dermatoglyphics,internationally,extraordinary,responsibility,A,B,皮紋學是常見的無重複字母範例,dermatoglyphics意為「皮紋學」，共15個字母且沒有一個字母重複出現，是各大字典公認最長的「非重複字母單字」範例之一，另有17字母的技術新造字，但尚未被字典正式收錄。,一個研究指紋皮紋的冷門學術詞，意外變成英文文字遊戲的常勝軍。,光是唸這個字不咬到舌頭，可能都比背判例還難。,https://en.wikipedia.org/wiki/Longest_words,上架
K57,知識,🔤 語言與文字,5,高雄舊名「打狗」，其實是音譯自哪種語言，原意與什麼有關？,,荷蘭語，指農場,平埔族語，指刺竹圍籬,日語，指海港,阿美族語，指海浪,B,C,打狗音譯自平埔族語指刺竹圍籬,高雄平原原居民馬卡道族（平埔族的一支）稱聚落周圍用來防禦的刺竹圍籬為Takao，漢人移民依台語發音音譯成「打狗」，日治時期因字面不雅，1920年才改用發音相近的「高雄」取代。,「打狗」原本跟狗完全沒關係，講的其實是一圈竹子圍牆。,原來高雄的前世不是跟狗過不去，是跟一片竹籬笆有關。,https://zh.wikipedia.org/wiki/打狗,上架
K58,知識,🗺️ 世界文化,1,新加坡對於嚼食口香糖的規定，是全世界出了名的嚴格，具體內容是什麼？,,全面禁止嚼食口香糖,只能在家裡嚼,禁止進口與販售，除藥用經處方,只禁止未成年人嚼食,C,A,新加坡禁止口香糖進口販售但不禁嚼食,新加坡自1992年起立法禁止進口、製造與販售口香糖，違者可處罰金甚至徒刑，但2004年起開放治療用、牙科用口香糖經醫師或藥師處方購買，實際上並沒有明文禁止「嚼食」本身。,很多人以為新加坡連嚼口香糖都犯法，其實違法的是買賣與帶入境。,帶一包口香糖入境新加坡，可能比闖紅燈還麻煩。,https://en.wikipedia.org/wiki/Chewing_gum_sales_ban_in_Singapore,上架
K59,知識,🗺️ 世界文化,1,全世界所有主權國家的國旗中，唯一不是長方形的是哪一國？,,瑞士,摩納哥,東加,尼泊爾,D,A,尼泊爾是唯一國旗非長方形的國家,尼泊爾國旗由兩個交疊的三角旗組成，上有月亮與太陽圖案，是全世界目前唯一一個國旗形狀不是長方形的主權國家，這個特殊形狀源自過去拉納家族兩支勢力的旗幟合併而成。,光是把國旗畫成標準比例，尼泊爾的國旗設計師就得多算一次幾何。,別的國家比國旗顏色好不好看，尼泊爾直接比「形狀夠不夠特別」。,https://www.cnn.com/travel/nepal-flag-shape-explainer-history-intl-hnk,上架
K60,知識,🗺️ 世界文化,2,紐西蘭在1893年做了什麼領先全球的舉動，讓她在世界史上留名？,,全球第一個給女性投票權的自治國家,全球第一個廢除死刑的國家,全球第一個實施全民健保的國家,全球第一個承認同性婚姻的國家,A,B,紐西蘭1893年成為女性投票權世界第一,1893年9月19日，紐西蘭總督簽署新選舉法，成為全世界第一個所有女性都擁有國會選舉投票權的自治國家，比英國、美國都早了超過二十年，這項法案也包含了毛利女性的投票權。,當時歐美許多國家還要再等一次世界大戰後，女性才普遍獲得投票權。,領先世界二十幾年這種事，紐西蘭低調到很多人根本不知道。,https://nzhistory.govt.nz/politics/womens-suffrage,上架
K61,知識,🗺️ 世界文化,2,丹麥的國旗「Dannebrog」，被公認擁有什麼樣的世界紀錄？,,全世界唯一三角形國旗,現存持續使用最久的國旗設計,全世界最大面積國旗,全世界唯一黑白國旗,B,A,丹麥國旗被視為現存最古老的國旗設計,丹麥國旗相傳源自1219年一場戰役，紅底白十字的設計最早文字記載可追溯到14世紀，目前的固定樣式則於17至18世紀確立，被吉尼斯世界紀錄認證為現存持續使用時間最長的國旗設計。,丹麥人身上穿的紅白十字，可能比許多國家的建國時間還老。,別人換國旗跟換季一樣頻繁，丹麥這面旗子一用就是好幾百年。,https://www.guinnessworldrecords.com/world-records/oldest-continuously-used-national-flag,上架
K62,知識,🗺️ 世界文化,3,位於義大利境內的聖馬力諾，被公認擁有什麼樣的世界紀錄？,,世界最古老的君主國,世界人口最少的城市,世界現存最古老的共和國,世界最年輕的獨立國家,C,D,聖馬力諾是世界現存最古老共和國,聖馬力諾相傳由石匠聖馬利諾於西元301年建立，歷經一千七百多年至今仍維持獨立共和體制，靠著兩位「執政官」每半年一任的輪替制度與長期中立政策，被公認為世界現存最古老的共和國。,這個國家比歐洲絕大多數王室的家族歷史都還悠久。,一千七百年沒被吞併，聖馬力諾的求生技能點滿了。,https://www.sanmarinosite.com/en/history/origins-of-san-marino/,上架
K63,知識,🗺️ 世界文化,3,太平洋島國基里巴斯，因為國際換日線的關係，享有什麼特殊之處？,,全世界最晚跨年的地方,全年沒有時差,一天有25小時,全世界最早跨年的地方之一,D,B,基里巴斯是全球最早跨年的地方之一,1995年基里巴斯將國際換日線向東移動，把全國領土統一劃入UTC+14時區，使該國從原本最晚跨年的地方之一，變成全世界最早迎接新年、最早看到日出的國家之一，比美國夏威夷早了超過一天。,同一個時刻，基里巴斯已經在慶祝跨年，夏威夷還停留在前一天。,用一個政策把國家從「最後一個」變成「第一個」，這波操作很狠。,https://seasia.co/2025/12/29/where-time-begins-meet-the-first-country-to-welcome-the-new-year,上架
K64,知識,🗺️ 世界文化,4,巴布亞紐幾內亞這個國家，在語言學上創下什麼世界紀錄？,,全世界語言種類最多的國家,官方語言數量最少,唯一沒有文字的國家,全世界方言最少的國家,A,B,巴紐是全球語言種類最多的國家,巴布亞紐幾內亞目前有超過800種使用中的語言，是全世界語言種類最多的國家，占全球現存語言超過一成，主因是境內山脈與島嶼把不同族群長期隔絕，各自發展出獨立的語言系統。,這個國家人口只有約七百萬，語言數卻比許多洲加起來還多。,在巴紐旅行，可能走幾個山頭就要換一種語言問路。,https://ourworldindata.org/data-insights/papua-new-guinea-has-more-living-languages-than-any-other-country,上架
K65,知識,🗺️ 世界文化,4,列支敦士登這個歐洲小國，有一項特別的旅遊噱頭，遊客可以做到什麼事？,,免費入住皇宮,花錢把整個國家包場租下來辦活動,一天內取得公民身分,免費更改國旗顏色,B,A,列支敦士登可整國包場出租辦活動,2010年起，列支敦士登透過旅遊業者推出「租一個國家」的方案，付費即可包下數百間房間、更改路牌名稱、印製臨時貨幣，甚至安排市長迎賓，把整個國家變成專屬派對場地，一晚報價高達數萬美元。,想在一整個國家辦生日派對，理論上真的能實現，只是價格不太親民。,別人租場地辦活動，列支敦士登直接把「場地」升級成整個國家。,https://www.allianztravelinsurance.com/travel/guides/rent-a-country.htm,上架
K66,知識,🗺️ 世界文化,5,太平洋島國圖瓦盧的政府財政收入，有相當大一部分來自出售什麼？,,出售漁業捕撈權,出售國家郵票收藏版,"出售國家網域"".tv""的使用權",出售離岸公司牌照,C,A,圖瓦盧靠出售.tv網域使用權創造大筆收入,圖瓦盧的國碼網域正好是.tv，因此吸引了大量影音、直播相關網站承租使用，該國透過授權合約每年可獲得約數百萬美元收入，占其政府年度總收入相當可觀的比例，堪稱「靠賣三個字母」創收的特例。,一個人口不到兩萬人的島國，靠三個英文字母撐起不小一塊財政收入。,這大概是史上最划算的「域名授權」，還是國家等級的。,https://theworld.org/stories/2022/01/24/tuvalu-cashes-coveted-internet-domain-twitch-tv,上架
K67,知識,🗺️ 世界文化,5,摩納哥公國境內，原生「摩納哥籍」公民占全國人口的比例，以2024年人口普查為準，大約落在什麼範圍？,,約八成以上,約五成左右,幾乎百分之百,約兩成上下,D,A,摩納哥籍公民僅約占人口兩成上下,依摩納哥2024年人口普查資料，原生摩納哥籍公民約9千多人，占全國人口比例僅約兩成多，其餘多為法國籍、義大利籍等外國居民，摩納哥籍近年才首次成為單一國籍中人數最多的族群。,走在摩納哥街頭，遇到的多數居民其實都不是「正港」摩納哥人。,全世界最小的國家之一，本地人反而成了「稀有物種」。,https://monacolife.net/145-nationalities-from-around-the-world-contribute-to-monacos-diverse-population/,上架
K68,知識,🔢 數字的秘密,1,我們現在「一小時60分鐘」的計時方式，是源自哪個古代文明的計數系統？,,古巴比倫60進位,古埃及十進位,古希臘12進位,古中國天干地支,A,B,60分鐘制源自古巴比倫的60進位系統,古巴比倫人採用以60為基底的計數系統，因為60能被許多數字整除，方便切割與計算，這套系統後來被用來劃分時間，才形成現在一小時60分、一分60秒的計時方式，沿用至今超過三千年。,你手錶上的每一格刻度，其實都在向古巴比倫人致敬。,現代人趕時間的焦慮，追根究柟居然是巴比倫人的數學品味害的。,https://www.scientificamerican.com/article/experts-time-division-days-hours-minutes/,上架
K69,知識,🔢 數字的秘密,1,全球標準時區的劃分，理論上每差多少「經度」，時間就會相差一小時？,,5度,15度,10度,30度,B,C,每15度經度理論上時間差一小時,地球一天自轉360度需24小時，360除以24等於15，因此國際標準時區理論上以每15度經度劃分一個時區、相差一小時，實際上部分國家仍因政治或行政因素而有例外調整。,有些國家像印度、中國國土跨了不只15度經度，卻硬是只用一個時區。,時區這種東西，數學算得再準，還是得聽政治的話。,https://amsi.org.au/ESA_Senior_Years/SeniorTopic8/8b/8b_2content_10.html,上架
K70,知識,🔢 數字的秘密,2,歐美許多大樓的電梯按鈕，會刻意跳過標示哪個樓層數字？,,4樓,8樓,13樓,20樓,C,A,歐美建築常跳過標示13樓,因西方文化中「13」被視為不祥數字，據統計美國許多裝有電梯的高樓中，高達八成以上不會把某一層標示為13樓，直接從12樓跳到14樓，純粹是市場心理考量，並非結構或法規要求。,那層樓其實還是存在的，只是招牌上被禮貌性地隱形了。,樓層數字消失了，房租跟樓板可沒有跟著消失。,https://www1.wsrb.com/blog/mystery-of-missing-13th-floor,上架
